store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),update_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
2468186708681950806,18,0,0,42,1,6
9221835456246842967,10,2,26,50,1,12
4467068553511405146,9,0,0,51,0,0
1068919759104443995,11,18,79,49,5,59
4687728850090034778,10,6,36,50,7,40
7323271819501471320,1,0,0,59,23,138
3704930655875237471,28,8,26,32,6,32
1734786176041223780,27,7,33,33,6,47
9210491856998696545,58,0,0,2,13,78
5428979843409643108,57,9,36,3,6,45
1524635875610723944,5,19,82,55,4,56
8352238846148019815,49,0,7,11,1,59
7735253880009557608,7,6,26,53,5,40
4685032585830172269,59,0,0,1,13,78
3349955857880974959,32,0,0,28,2,12
567740068613916275,9,23,106,51,0,32
2055071994723370614,2,12,49,58,5,53
8918857679369700982,9,7,32,51,6,46
6142556542410065530,1,2,13,59,0,3
6874517428865861243,8,19,82,52,4,56
6397155608360486524,51,0,0,9,23,138
8453879503126398594,10,9,44,50,6,46
5497880142999062147,7,0,0,53,0,0
4209944588823430790,8,23,106,52,0,32
2362087422449157766,9,9,27,51,5,31
1048208623308015242,12,19,82,48,4,56
8456716061534389896,1,15,62,59,0,28
340269371490240140,11,8,34,49,6,48
5117139312580265611,6,8,41,54,6,36
3275242521497863822,58,0,0,2,0,0
3298172764207449746,52,0,0,8,9,66
4675611213513950868,8,6,42,52,6,45
3227207854423639703,4,9,36,56,6,45
4470282824865056417,58,0,0,2,13,78
8504647545260410530,41,13,55,19,6,59
156529009532176037,11,8,32,49,15,106
4227239637430929061,1,4,23,59,7,43
2677415097765332649,9,5,20,51,0,10
2006966409659319978,1,0,0,59,23,138
5631063694141032107,8,0,13,52,10,61
3895222605724485293,9,20,83,51,3,55
2837852186305332910,31,9,13,29,6,77
6564629340829583022,3,5,37,57,6,41
7472779155913246382,1,0,44,59,23,94
5627904252074297008,11,20,86,49,0,34
6059910840054253232,53,0,0,7,17,102
6442911056406415028,11,11,48,49,6,54
4773233943961929400,53,8,39,7,4,31
1016295610192823996,45,0,12,15,0,4
2201034520219682496,5,9,38,55,5,48
9184450372665149117,12,0,2,48,1,18
5034214336396330688,47,8,42,13,6,51
4319734319707522753,0,1,10,60,22,128
5872362227518998221,10,0,0,50,0,0
3623710220149720782,11,19,82,49,4,56
8574755947359340238,11,6,28,49,5,36
816558279611975380,8,8,36,52,6,48
541109969542481625,12,19,82,48,4,56
3343213184730203867,56,7,30,4,6,48
757564082742101725,59,0,0,1,23,138
3433684033802045147,50,0,0,10,23,138
8808827081340815071,4,5,28,56,7,55
7826375907599025889,58,13,52,2,6,58
2250695671003973351,52,0,0,8,0,0
6631590478086702822,53,0,0,7,10,73
3971009143560013545,47,0,2,13,12,74
4885625923193538281,6,0,0,54,0,0
5614151922970199785,6,7,30,54,5,42
6556520957997287151,8,4,21,52,3,19
2516121166277641968,51,0,2,9,11,64
1778579385705301763,59,19,82,1,4,56
1783922507691820804,59,3,13,1,0,5
6195843357307242243,50,0,0,10,13,78
2447384155877148423,7,6,29,53,6,43
3272045057316259592,10,0,0,50,0,0
6238837396367935249,9,2,10,51,0,1
5336885084127758098,59,1,4,1,0,2
3908898623672223508,1,4,31,59,7,61
5474353426945476372,6,5,28,54,6,38
1287159403789190934,12,0,0,48,0,0
580069881451382554,32,5,25,28,6,38
2906703943628031770,1,6,37,59,9,53
3983096514439153434,59,19,82,1,4,56
2369143815876380447,54,0,0,6,23,138
2034667810653472547,50,0,0,10,0,0
7434868001187596075,6,0,0,54,0,0
7405651990117386028,11,5,26,49,6,44
287192181371569967,7,19,81,53,4,57
8978177480383366959,48,0,2,12,11,62
8104486275502442289,10,0,0,50,0,0
8756982429708486451,56,0,0,4,23,138
5650559592132675381,46,9,45,14,2,33
5565115538436196153,8,9,36,52,6,45
4911531977726625597,10,0,18,50,4,8
5059279663837382464,58,0,0,2,23,138
6740162294558885701,2,7,31,58,6,47
3276793081772410695,58,1,4,2,0,2
6787823264176736069,12,6,29,48,5,39
3560769691444709193,2,10,47,58,6,49
392690759220954956,8,6,31,52,5,35
7516339311818737482,2,8,25,58,6,33
7456703466739074889,2,0,2,58,9,52
4786106430737286992,13,23,106,47,0,32
2194065223053215571,6,19,36,54,4,33
5111252659047794512,52,0,0,8,14,58
7641397612788680533,12,3,3,48,20,135
7372385631979013974,12,0,0,48,0,0
3627697585993910104,56,12,52,4,6,56
3327224590797571928,6,6,35,54,6,47
548295011926673241,13,10,48,47,7,54
6374225983522703190,49,0,0,11,10,78
8155846151396656986,58,0,0,2,23,138
1049573275137902434,6,0,0,54,0,0
2634509027897804646,5,6,30,55,0,6
8228707150581991268,58,4,25,2,6,35
1024201760647776108,9,17,75,51,6,63
3133056183177873260,54,0,0,6,23,138
6727436015975565164,11,7,32,49,6,46
5840583611600930669,47,0,2,13,11,65
7714402839179364206,6,5,37,54,6,39
495313929250899836,57,3,3,3,20,135
2524362373133678272,53,0,0,7,6,59
4641198803096110975,43,5,27,17,6,41
7208992689796712319,12,14,55,48,5,59
8470778157853411202,12,1,46,48,22,92
2057185168760768391,28,0,0,32,0,0
6613959167939479429,9,19,82,51,4,56
8771092958040393604,13,0,0,47,0,0
6494102341019174792,7,7,37,53,6,53
8223837923339798409,59,19,82,1,4,56
5005636454490146706,10,7,36,50,6,53
4185310253022742428,6,2,10,54,1,35
6879407503855421340,7,19,81,53,4,57
9067614979193276317,9,2,10,51,0,2
8783709131435116449,50,0,0,10,23,138
8120993966389659555,16,0,2,44,9,52
7020170113785825189,45,19,38,15,4,100
6501100085922760616,9,7,31,51,6,43
5093254821474207659,2,19,82,58,4,56
595271268828874670,41,0,3,19,11,63
82088361624635309,53,0,0,7,13,78
424257797435557827,56,0,0,4,23,94
6505640203025647555,57,0,0,3,2,12
4747383523730098118,47,0,2,13,11,66
5687492597967095753,57,23,106,3,0,32
6841048427396532172,6,5,28,54,4,26
3127802219485857742,11,19,82,49,4,56
7589827169500497867,56,0,0,4,23,138
2990770805738506193,52,0,0,8,12,72
7018180918477981647,49,0,0,11,23,138
5004585018511067091,3,1,5,57,0,1
2849133417129379800,57,5,32,3,5,41
2134017871732180954,9,19,82,51,0,32
1575526727824115676,12,19,82,48,4,56
8664817356517050333,51,0,0,9,14,60
7688951915274274783,58,1,4,2,0,2
5638371070040836066,10,4,24,50,6,38
5022853058829617123,28,8,26,32,6,32
8709530841430329316,32,0,2,28,12,70
2863272238592657384,53,0,1,7,6,35
808938633227012075,0,3,14,60,0,4
8722028703797774313,9,4,23,51,7,45
2374380461254510574,0,19,83,60,4,55
8189139484866742253,1,7,32,59,6,46
2211906621683468276,57,0,0,3,0,0
6646033216678692851,6,4,9,54,0,34
1022591884403771382,13,20,84,47,3,54
2490689736718747636,57,19,82,3,4,56
4725069348551067639,0,0,0,60,0,0
7724025313568065528,2,14,56,58,0,28
4164140233297856516,59,0,0,1,0,0
1057525043621726214,9,0,0,51,0,0
3834797117215246344,53,0,0,7,14,82
8135193053359966217,11,0,0,49,0,0
7551779702028994572,7,0,0,53,0,0
4529974343426148373,12,6,29,48,6,43
8453827384807852054,30,2,12,30,21,104
6780601474992343065,10,23,106,50,0,32
1663926617562089502,34,6,29,26,6,43
8833188143181301788,8,9,45,52,2,33
1710361405993519136,11,18,78,49,5,60
8038065151484135453,51,0,0,9,23,138
7250836057229985824,28,0,9,32,4,15
5753143011368437793,10,19,83,50,4,55
6604920996020684835,59,0,0,1,0,0
3622746160696625191,6,0,0,54,0,0
901008962322597930,8,23,106,52,0,32
7786435372804671528,57,0,0,3,13,78
465794482359830574,10,0,0,50,0,0
1849388240019458095,8,23,106,52,0,32
748329944500144174,57,0,0,3,5,66
5338636330910779442,3,8,43,57,5,35
2561409437357836343,51,0,0,9,23,138
226384701555673146,9,0,0,51,0,0
8778880979020711993,4,2,11,56,0,4
5599817024834832442,11,5,28,49,6,39
261116786802362432,34,0,9,26,12,73
4931312655024326720,33,0,24,27,17,78
2704918614024357954,7,6,26,53,0,10
6682517242809387075,2,4,25,58,6,35
8919287314281793603,12,0,8,48,11,66
605820315907131468,4,11,49,56,6,53
4643583928115726413,6,0,0,54,0,0
1741127706197624914,6,1,3,54,0,3
5006328195550873681,6,7,32,54,7,52
4860518410804234324,55,0,0,5,0,0
836466127358265431,7,2,26,53,1,12
5938614983310248024,11,19,82,49,4,56
3552741199582169178,11,8,45,49,15,93
2689959411535120475,21,5,14,39,6,52
6303488191791663199,11,7,30,49,6,48
3324627668005357668,12,4,22,48,3,20
5473735719521257575,58,19,80,2,4,58
5113893099140745326,12,2,8,48,0,4
1787851773199583345,9,3,3,51,20,135
5078814094387447918,49,0,0,11,10,60
6891979499390404721,5,0,0,55,0,0
1941955214807828599,8,23,106,52,0,32
3755860347709327483,33,7,37,27,4,29
6017856727796385915,11,19,82,49,4,56
9117320616611448956,10,19,83,50,4,55
1633535241906522240,5,7,29,55,6,49
4891207584054151295,3,0,0,57,0,0
9057678674545346686,13,20,84,47,3,54
3156042429927753860,7,11,38,53,4,43
9209379380445186178,50,0,0,10,14,86
5548591958446704772,50,0,0,10,23,138
1704502456927455373,47,1,10,13,22,128
9152106091782932620,7,2,11,53,0,4
4703661534895835278,11,19,81,49,4,57
6922416063638374544,58,5,23,2,2,19
3575054060857067667,51,0,0,9,23,138
6941024492615764114,59,20,42,1,3,40
4143487675911538838,7,0,0,53,0,0
9003478034329798807,7,2,20,53,4,31
8388805341738895512,9,20,84,51,3,54
984411719164266652,41,7,32,19,6,46
3136957600442648732,3,9,44,57,6,38
3005981708851415198,5,1,3,55,0,3
3282904817370990751,58,6,42,2,6,45
9103029069217106077,6,0,0,54,1,20
6460502612936263840,0,13,55,60,6,59
2024048471725476000,49,0,0,11,23,138
6968928459938236577,11,5,24,49,6,40
2310930691467905187,0,19,83,60,4,55
1772761913259526310,11,6,27,49,6,47
1577848034039826598,9,5,23,51,6,43
2559685299892422826,2,9,41,58,6,47
6713043732933806258,10,13,56,50,6,58
448492328628553910,56,0,0,4,11,66
8487168981302773940,11,6,24,49,5,41
4410678649661622455,51,0,0,9,23,138
6954392347942717622,47,0,3,13,12,69
2834338051912960188,12,0,5,48,19,109
7196984763501906111,10,6,31,50,6,36
1351710160562948291,37,5,27,23,7,49
151503822592870597,6,15,62,54,0,28
5510055627815553220,8,9,37,52,6,52
3062003031313615048,10,23,106,50,0,32
288474835112200401,12,7,31,48,16,107
5417147705845057745,10,4,21,50,7,47
5877056579233843410,10,12,51,50,6,57
3354887997682485461,12,0,0,48,0,0
6708015644216035546,12,14,56,48,0,28
7556329126654413020,11,0,0,49,0,0
9211173451848779996,7,2,11,53,2,32
6262541016397252831,10,20,84,50,3,54
6942699874578630879,11,18,77,49,5,61
1475464202878617827,7,7,34,53,6,45
5611159588381427939,12,0,3,48,12,68
4845695301776050409,5,10,48,55,7,54
518776906654877935,7,3,18,53,3,18
4123336705554745583,22,0,2,38,8,46
1331024213382891761,7,5,25,53,7,47
657353407588141295,51,0,0,9,23,138
6424995853187483894,51,0,0,9,10,68
4857754268090599674,55,0,0,5,13,66
8785149521197369595,2,13,56,58,6,58
3289022985721940223,1,16,65,59,7,73
572603891092687104,39,0,18,21,10,55
4114043024903899396,27,3,23,33,5,24
4427191338895837444,58,0,0,2,12,72
6798575823657502981,54,0,0,6,11,64
5930941559911155974,2,20,84,58,3,54
3415880736766200076,58,0,0,2,11,70
3097334170388760845,5,15,62,55,0,20
2463062066833066258,10,7,33,50,6,47
6105565215873239314,58,0,1,2,3,44
8586165988377528596,9,3,21,51,6,28
4749681339281475863,10,15,68,50,0,22
6310973543470827803,10,19,83,50,4,55
2561810480525248797,10,0,0,50,0,0
7700782639388559644,9,19,83,51,4,33
2102740864792234278,1,0,0,59,0,0
3702974385138534693,12,15,62,48,0,28
2588521529064065319,1,0,0,59,23,138
730310725961419049,8,7,29,52,6,30
2762626927317616944,55,6,32,5,4,28
2088244420953704754,12,6,30,48,6,44
1428413118182590770,4,7,29,56,6,44
5281145666427062582,2,2,10,58,0,8
7197837333618985272,8,6,29,52,6,43
2344569295155169595,9,10,41,51,7,61
6806002842022676797,10,2,8,50,0,4
1056058812228241727,54,0,0,6,9,62
8507481768137197886,52,0,0,8,14,82
3553588654995704133,54,0,0,6,11,68
5652421799253576005,58,23,106,2,0,32
4073959319596075339,12,15,62,48,0,20
2772672394068396364,4,0,0,56,0,0
2871436819514984784,57,6,37,3,6,46
625787746957691219,0,0,0,60,11,67
2478140963339503955,59,0,0,1,0,0
4993050751327963474,11,0,2,49,2,14
5798794872730749271,10,13,55,50,6,59
9133434798042548569,5,13,54,55,6,60
3511420426444015974,56,0,0,4,13,78
2472102903352920424,9,0,0,51,0,0
6519704676391848302,50,0,0,10,0,0
5650259058595170673,2,1,11,58,0,8
1212129555023726964,11,20,83,49,3,55
4809887539090491763,7,8,39,53,4,31
8987808118590671216,59,0,0,1,13,78
7023326669299059067,3,6,31,57,6,52
6740287257327733121,49,0,0,11,10,73
3808770199942400387,46,10,45,14,6,56
3260742560925550980,26,7,40,34,6,34
5589290560018876809,8,0,13,52,0,0
8583748151262022025,11,0,0,49,0,0
4380282358594570635,58,18,80,2,5,58
97882969113201039,11,6,24,49,1,18
8396227744136628622,4,1,6,56,0,1
6278606918548654484,7,0,0,53,0,0
5179866242718108056,11,2,52,49,21,86
4660294944079808920,9,19,82,51,4,56
801098314922068380,3,9,40,57,6,50
8379971763753814428,12,12,49,48,6,59
4243420246305474977,3,0,13,57,0,20
5044260542536485280,9,19,81,51,4,57
7219551467635444129,11,12,36,49,5,36
7538828005526079906,22,3,19,38,6,30
1583687068941584806,9,9,35,51,5,49
6030204557937707429,38,7,31,22,1,17
5097024330556410277,12,18,78,48,0,30
7693294435857041827,50,0,0,10,2,12
1595924481482000817,57,16,65,3,7,73
7739077184806357423,12,19,73,48,4,65
37145286092818866,12,0,0,48,0,0
6734919551863720370,11,23,106,49,0,32
7240128780261624241,0,5,27,60,6,41
6890816814711015861,2,2,12,58,0,4
2256891244970674616,57,9,64,3,14,74
6449035960140007865,51,0,0,9,23,138
8461705770185099710,5,8,36,55,6,48
7579895440593717695,57,12,49,3,6,59
504994799348779459,3,11,48,57,6,48
3896504888400775619,35,14,56,25,0,28
5285652051230820803,57,0,0,3,10,47
5990883818484566467,3,5,34,57,6,46
695595562075228610,11,19,82,49,4,56
990212239136491976,59,0,0,1,11,66
3859463111626099136,55,0,0,5,23,25
3681631591092292042,48,0,0,12,0,0
2215353657614436813,6,0,0,54,0,0
8412854790317869515,9,15,68,51,0,22
2292783385591515601,1,23,106,59,0,32
6792005552508373456,9,20,82,51,3,56
7258872551189940695,50,0,0,10,23,138
2409347820573231579,53,0,0,7,14,84
7406813984948652507,35,0,10,25,23,128
1489474002499766754,6,0,0,54,0,0
8877725334051850723,4,5,27,56,6,37
6254904980999899621,51,0,0,9,9,54
7079744589269305830,11,6,28,49,6,45
4939650766050494951,1,23,106,59,0,32
7841585568073255400,9,13,54,51,6,60
1631960194633533938,9,9,44,51,6,46
8424623893266369007,11,19,85,49,0,29
5606755809537460723,2,0,3,58,23,88
2255755171671935480,6,5,46,54,3,32
3372632991412259320,13,19,83,47,4,55
4944536771765996026,54,0,0,6,3,18
7467413687160703485,12,2,10,48,0,2
5509197910715664897,59,5,29,1,6,49
5945586020471081479,4,8,25,56,6,33
6908096606924933643,13,8,41,47,6,36
3633035318399142413,11,19,83,49,4,55
1391517314505509391,54,0,0,6,12,74
4197788539591985681,4,0,0,56,0,0
6047542091725802001,7,5,28,53,6,39
6936490969710201366,57,0,0,3,13,88
3933297362305059366,8,19,83,52,4,55
1689097610247834156,58,11,49,2,6,53
5436965246696688173,53,0,0,7,10,60
2608347699582437935,1,23,106,59,0,32
5723378556210776623,10,4,33,50,7,39
1067538211658205745,9,0,0,51,13,55
7071199965586852400,6,23,106,54,0,32
1032704868831201847,13,19,82,47,4,56
8211824596353845823,12,8,42,48,5,32
4543196974747290177,57,0,0,3,23,138
3007923405636930115,9,3,28,51,6,54
3436949144990419524,12,5,25,48,6,41
1841819220122241606,56,0,0,4,10,68
4064641368580557394,11,6,27,49,2,21
8602951232613747280,10,19,83,50,4,55
4951294527917132374,11,6,23,49,5,26
3684426852564666972,5,4,21,55,6,39
8516066165731166811,9,16,68,51,0,28
2005674103669197410,0,8,30,60,5,43
7888405826484439648,11,4,19,49,7,47
3776128726109751908,12,20,83,48,3,55
4878597495740729960,9,20,83,51,3,55
4142898136409410155,8,5,27,52,7,46
7540023642046728810,15,0,3,45,13,75
7219433323548740203,8,0,11,52,3,11
7143583267897215602,6,6,28,54,0,8
4306062162897111672,25,0,0,35,0,0
5135316238073891448,3,8,26,57,6,32
4479050681820777084,12,5,25,48,3,23
2336119809941801598,43,0,3,17,23,113
5812627654290115200,6,10,47,54,6,49
3544355739423902337,1,7,30,59,1,18
8008203353008736898,8,6,25,52,7,27
1682487052930747014,3,2,28,57,5,46
3124870606315260549,10,23,106,50,0,32
3575498747069270660,57,19,82,3,4,56
3180407737427200650,48,0,0,12,11,66
2145187910653872780,8,20,83,52,3,55
3363197639082248845,59,0,8,1,9,59
6355476745253522062,10,6,28,50,7,50
3762593301164264081,52,0,0,8,0,0
1863543429930388115,7,15,62,53,0,28
146933989365680790,9,20,83,51,3,55
2096150739327584921,12,8,27,48,6,31
5101602669688294040,4,6,29,56,6,41
5291732446265576088,8,23,106,52,0,32
8256012737043827354,9,20,83,51,3,55
5105782632057113244,57,0,1,3,13,67
5645142350769687198,11,8,41,49,8,55
2093459406570130080,47,1,4,13,10,62
6911269942365915808,2,9,35,58,5,49
3924971671845898914,11,0,0,49,23,138
3458731922899831466,9,0,9,51,12,85
4333246355539626670,9,19,82,51,4,56
4672339910801754798,19,0,4,41,14,80
6077393195994122930,2,4,25,58,6,44
4719537882716867255,3,10,30,57,4,30
71642071084075706,59,0,0,1,1,20
4059218353206594234,6,0,0,54,0,0
6630839090709105338,38,0,0,22,0,0
6446340465821354679,10,20,83,50,3,55
4015395599881112256,6,13,54,54,6,60
7906383812886268609,11,0,0,49,0,0
8649146370484144834,4,6,28,56,5,38
8293359695034157761,52,0,3,8,11,67
676022079485020871,28,14,56,32,0,28
8721185064311032518,59,0,10,1,23,128
4962358553945901770,9,11,49,51,6,53
8041274425300093642,2,6,25,58,1,17
8930821394916903632,59,7,32,1,6,46
3072978323754879698,4,15,63,56,0,27
5334431089093872338,9,6,26,51,6,46
3046891310952418009,47,0,9,13,23,129
6026824618320235228,48,0,0,12,7,42
3117081311539759839,10,4,24,50,6,40
5710805843198118622,12,0,8,48,2,7
7813267364657957598,11,2,20,49,3,35
7385037917446605536,28,14,56,32,0,28
7981892097185843937,47,0,0,13,23,138
4832843645680913123,43,5,23,17,6,43
7116504313354062559,53,0,0,7,12,83
1247660105897446120,4,10,41,56,6,55
8313365686533360358,6,4,27,54,0,34
5960515524698016488,12,7,32,48,6,48
6687246768983313126,57,0,0,3,13,78
6703403472804743914,3,23,81,57,0,57
6268587525648059116,49,0,0,11,23,138
7359316090119129836,49,3,15,11,0,3
4642987716824697581,7,12,50,53,6,58
4512909604559457010,7,6,28,53,7,50
9102669384230144753,28,0,0,32,0,0
101309509464394483,2,0,10,58,23,128
5927647657345321716,49,0,2,11,11,64
5587568496527379193,0,4,24,60,4,43
7265142720007604985,58,1,2,2,0,4
7685023249649306361,1,0,0,59,11,66
4282946015059217148,47,0,0,13,14,84
3408529570017053440,0,0,0,60,23,138
4470467676763425540,51,0,0,9,11,66
3953524198013209352,12,4,21,48,6,39
7460407093043563270,9,20,82,51,3,56
4132056831419550475,5,4,29,55,1,34
5710137538735180562,12,0,0,48,0,0
3148333350663981848,11,0,0,49,0,0
1400775676226407194,47,0,0,13,1,6
307252058134940443,4,5,32,56,2,26
1193885630958865179,31,5,24,29,0,6
7601323996139260698,12,19,82,48,4,56
5279170232832428827,52,0,1,8,9,48
8565383769277893407,50,6,45,10,1,29
726475607567305507,52,8,41,8,6,43
1437796131400289062,6,19,66,54,4,37
6739995773465529125,10,4,25,50,6,32
8302393800798571304,9,3,21,51,6,28
8011242615537896237,50,0,0,10,11,66
1298971205638818613,13,5,28,47,7,48
2486431126331394869,49,0,3,11,13,74
4393726559807507255,0,0,0,60,11,66
7164001415989103416,59,20,83,1,3,55
4979094885640932155,0,4,23,60,6,38
8631339434746219322,54,0,0,6,12,87
6530251723612359488,8,19,82,52,4,56
2068432582117133128,34,19,53,26,4,38
398470402898922312,54,0,0,6,10,63
7002225150858234695,35,7,30,25,8,53
5588489906136779595,12,7,30,48,1,18
3480535111316179789,13,0,1,47,7,39
5414311746658143054,12,1,15,48,2,7
6554207295127292751,11,5,34,49,6,44
6210574261274413907,7,18,81,53,5,57
4549552615574014804,42,8,33,18,5,45
3246225231276870490,50,0,0,10,16,93
478219350604909404,7,0,22,53,17,78
1873215395956788062,47,6,30,13,6,43
5895613614476856160,45,8,50,15,6,59
8042967887585774432,2,3,13,58,0,5
3917619545935022946,8,0,13,52,0,0
6841955119980546918,13,0,17,47,15,69
4824054251223092074,53,0,0,7,10,73
3274870690774289261,12,0,2,48,1,18
6514376763104824172,6,3,21,54,1,22
6861507603513510770,10,10,41,50,6,55
4808902550461746035,7,7,33,53,6,47
5739453570641890165,36,3,13,24,0,5
6403062327729556345,7,4,22,53,7,46
5594549218120174459,8,0,0,52,0,0
8698418252385094522,11,0,27,49,3,26
2582189222044797824,57,0,0,3,0,0
221031507125373830,3,2,10,57,0,2
1320768503291743110,12,19,82,48,4,56
5544430340256041861,11,8,32,49,15,106
3046069343275256712,10,17,68,50,0,30
777828069592304528,44,0,3,16,12,69
2385481602060061585,10,7,33,50,6,47
1339182747498908563,41,13,55,19,6,59
4469658261093288852,5,0,0,55,0,0
6393855138573945748,58,0,0,2,23,31
1152281987627715479,10,2,29,50,14,64
511384453089102749,58,1,8,2,3,16
8953735298103643040,13,6,31,47,6,37
850635250020551588,50,19,82,10,4,56
2914854032888630184,50,0,0,10,12,71
3558898129278438313,57,20,83,3,3,55
710570690761165739,47,0,6,13,17,96
8232727261030812589,3,23,106,57,0,32
4108771977457241007,52,0,1,8,7,53
1879151806228630453,1,14,56,59,5,58
197110945004784568,53,0,0,7,3,38
1399525709367577531,12,8,27,48,6,31
7436792072273365951,54,7,41,6,1,22
4892044510071032768,12,6,32,48,7,55
5516253888190090178,49,0,3,11,13,55
6462182593658948547,0,0,0,60,9,58
2367299134091594697,10,7,44,50,16,94
1583449628815887308,58,0,0,2,13,78
6451514787898067917,12,8,27,48,6,44
1213599407959378897,11,8,36,49,4,28
4170674915869002704,1,4,22,59,7,46
8881422989224512468,54,0,0,6,13,78
1473856949918895069,9,12,51,51,6,57
6187231446688402396,6,2,31,54,6,47
1230887602768645085,37,6,36,23,6,47
6941680746321578972,58,0,0,2,13,78
3650965430312242145,8,4,25,52,6,35
616227052455955429,1,0,0,59,23,138
5397911933802089444,5,21,84,55,2,54
5867431293422210021,10,5,27,50,6,39
8578573824206375909,4,11,48,56,6,54
8577356439767256041,12,2,11,48,0,4
6293447473718103019,11,23,106,49,0,32
1512963809481624562,6,0,14,54,4,10
8165685535525538800,8,6,29,52,6,43
1616432786621991928,59,9,27,1,5,31
107685653027490811,12,5,28,48,6,51
85365680052177919,59,19,82,1,4,56
5798793982158670846,53,0,0,7,1,6
8737989936592096254,8,19,82,52,4,56
8316833102420380678,58,0,0,2,23,138
1145220256665340940,2,10,36,58,4,46
7067510108921760778,49,0,0,11,23,138
2052271361652984846,12,18,81,48,5,57
3181905154260438029,9,5,26,51,5,44
8765104382410394637,4,5,46,56,3,32
433914981197941777,8,23,106,52,0,32
5755215675909180432,5,9,45,55,6,54
